ANIMAL	YEAR	AGE	REPLAST	YOUNG	MYEARL	FYEARL	MATRILINE	OTHFEM	MALEPRES	NEWMALE	YOUNGAD	OFFSPYOUNG	OLDAD	OFFSPOLD	SAMEAD	OFFSSAME	2YR	GPUP	MYOUNGAM	FYOUNGAM	MYEARLAM	FYEARLAM	FADAM	MYEARLAG	FYEARLAG	FADAG	MYEARLAMNK	FYEARLAMNK	FADAMNK	MYEARLAGNK	FYEARLAGNK	FADAGNK	COLONY	ELEV	RESIDENT	FSNOWF	LSNOWF	FSNOWC	LSNOWC	LWINT1	LWINT2	GROWSEAS1	GROWSEAS2	SEPMAYPRECIP	JUNEPRECIP	JULYPRECIP	AUGPRECIP	JUNJULPRECIP	JULAUGPRECIP	JUNAUGPRECIP	TEMPSEPTNOV	TEMPJUNAUG	MATDOM	ADFEMDOM
173	2004	5	0	0	0	0	5	9	TRUE	FALSE	4	3	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	2992	1	253	151	307	134	263	192	169	123	16.77000046	0.819999993	1.870000005	2.839999914	2.690000057	4.710000038	5.53000021	37.70000076	55.90000153	NA	NA
175	1987	2	NA	1	0	0	2	0	TRUE	FALSE	0	0	1	5	0	0	1	0	0	0.034000002	NA	NA	0.067000002	NA	NA	0	0	0.011	NA	0.011	0	NA	55	2992	1	268	102	305	106	199	167	196	122	16.10000038	1.309999943	2.690000057	2.559999943	4	5.25	6.559999943	35.09999847	54.20000076	53	NA
176	2001	2	NA	0	0	0	2	2	TRUE	TRUE	0	0	1	4	0	0	0	0	NA	NA	NA	NA	0.088	NA	NA	0	NA	NA	0	NA	NA	0	55	2992	1	268	165	268	165	262	262	118	134	13.81999969	1.320000052	1.730000019	4.239999771	3.049999952	5.96999979	7.289999962	35.70000076	55.90000153	NA	NA
176	2002	3	0	0	0	0	2	3	TRUE	FALSE	0	0	1	0	0	0	0	0	NA	NA	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0.012	55	2992	1	283	144	283	144	226	226	132	96	12.76000023	1.620000005	2.180000067	4.090000153	3.799999952	6.269999981	7.889999866	39.20000076	55.5	NA	NA
178	1990	2	NA	0	0	0	2	4	TRUE	FALSE	0	0	1	3	0	0	0	0	0	0.028999999	0.032000002	0.037	0.068000004	0	0	0.014	0.007	0.046	0.003	0.057	0	0	55	2992	1	299	136	329	121	202	157	195	79	11.69999981	1.00999999	2.50999999	2.579999924	3.519999981	5.090000153	6.099999905	37.09999847	54.20000076	NA	NA
178	1991	3	0	2	0	0	2	5	TRUE	FALSE	0	0	1	5	0	0	0	0	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	55	2992	1	281	136	307	136	220	194	186	124	17.29999924	0.469999999	3.529999971	2.220000029	4	5.75	6.21999979	37.70000076	54.79999924	NA	NA
178	1992	4	1	0	1	0	1	3	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	0	NA	NA	0	NA	NA	NA	0	0	NA	0	0	55	2992	1	258	108	297	108	215	176	161	110	15.89999962	2.589999914	2.329999924	1.330000043	4.920000076	3.660000086	6.25	36.09999847	54.09999847	NA	NA
182	2004	3	NA	0	0	0	1	4	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	2992	0	253	151	307	134	263	192	169	123	16.77000046	0.819999993	1.870000005	2.839999914	2.690000057	4.710000038	5.53000021	37.70000076	55.90000153	NA	NA
183	2004	2	NA	2	0	0	1	4	TRUE	FALSE	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	2992	0	253	151	307	134	263	192	169	123	16.77000046	0.819999993	1.870000005	2.839999914	2.690000057	4.710000038	5.53000021	37.70000076	55.90000153	NA	NA
198	1965	3	NA	0	0	0	NA	2	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	55	2992	0	297	145	315	122	213	172	194	209	23.79999924	1.549999952	2.940000057	2.00999999	4.489999771	4.949999809	6.5	41	56.09999847	NA	NA
198	1966	4	0	0	0	0	1	1	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	55	2992	0	317	132	319	83	180	129	197	116	16.60000038	1.590000033	2.869999886	2.380000114	4.460000038	5.25	6.840000153	41.29999924	54.70000076	NA	NA
202	1965	3	NA	0	0	0	1	0	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	2992	1	297	145	315	122	213	172	194	209	23.79999924	1.549999952	2.940000057	2.00999999	4.489999771	4.949999809	6.5	41	56.09999847	NA	NA
202	1966	4	0	2	0	0	1	0	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	2992	1	317	132	319	83	180	129	197	116	16.60000038	1.590000033	2.869999886	2.380000114	4.460000038	5.25	6.840000153	41.29999924	54.70000076	NA	NA
202	1967	5	1	2	1	2	1	0	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	2992	1	276	126	312	94	215	147	229	141	19.60000038	1.929999948	1.49000001	1.75	3.420000076	3.24000001	5.170000076	40	57.20000076	NA	NA
202	1968	6	1	3	1	1	1	0	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	2992	1	302	135	324	123	198	164	230	122	18.10000038	2.529999971	2.019999981	3.140000105	4.550000191	5.159999847	7.690000057	40.29999924	55	NA	NA
204	1988	2	NA	0	0	1	4	0	TRUE	FALSE	0	0	2	6	1	0	0	0	NA	NA	NA	0.018999999	0.072999999	NA	0.006	0.022	NA	NA	NA	NA	NA	NA	55	2992	1	311	128	318	128	182	175	212	105	14.39999962	1.440000057	0.620000005	3.539999962	2.059999943	4.159999847	5.599999905	37.09999847	54	45	NA
204	1989	3	0	2	0	0	2	4	TRUE	TRUE	0	0	0	0	1	5	1	3	0.039000001	0.066	NA	0	0.077	NA	0	0	NA	NA	0.023	NA	NA	NA	55	2992	1	313	134	313	134	186	186	185	107	16.39999962	2.119999886	1.980000019	1.450000048	4.099999905	3.430000067	5.550000191	36	55.79999924	71	4
204	1990	4	1	1	2	1	2	4	TRUE	FALSE	0	0	0	0	1	3	0	0	0.015	0.118000001	0.006	0	0.127000004	0.024	0.041000001	0	0	0	0	0	0	0	55	2992	1	299	136	329	121	202	157	195	79	11.69999981	1.00999999	2.50999999	2.579999924	3.519999981	5.090000153	6.099999905	37.09999847	54.20000076	39	5
204	1991	5	1	2	2	1	3	4	TRUE	FALSE	1	0	0	0	1	4	0	0	0.017999999	0	0.007	0.052000001	0.017000001	0.007	0.01	0.002	0	0	0	0	0	0	55	2992	1	281	136	307	136	220	194	186	124	17.29999924	0.469999999	3.529999971	2.220000029	4	5.75	6.21999979	37.70000076	54.79999924	27	3
204	1992	6	1	0	0	0	3	1	TRUE	FALSE	1	4	0	0	0	0	0	0	NA	0.023	NA	NA	0.028999999	NA	NA	0.003	0	0	0	0.015	0	0	55	2992	1	258	108	297	108	215	176	161	110	15.89999962	2.589999914	2.329999924	1.330000043	4.920000076	3.660000086	6.25	36.09999847	54.09999847	25	0
204	1993	7	0	0	0	0	1	NA	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0.028000001	55	2992	1	280	127	306	128	212	187	198	122	23.5	1.100000024	2.769999981	3.539999962	3.869999886	6.309999943	7.409999847	34.40000153	52.70000076	NA	NA
204	1994	8	0	2	0	0	1	0	TRUE	FALSE	0	0	0	0	0	0	0	0	0.104999997	0.085000001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	2992	1	283	130	309	102	212	158	181	102	17.89999962	1.049999952	1.039999962	2.680000067	2.089999914	3.720000029	4.769999981	33.70000076	52.90000153	NA	NA
204	1995	9	1	0	2	1	1	NA	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	2992	1	279	150	312	150	236	203	210	117	29.70000076	0.430000007	0.300000012	1.74000001	0.730000019	2.039999962	2.470000029	36.09999847	56.20000076	NA	NA
206	1982	2	NA	0	0	0	5	3	TRUE	TRUE	0	0	1	0	3	0	0	0	NA	NA	NA	NA	0.034000002	NA	NA	0	NA	0	0	NA	0.008	0	55	2992	1	288	97	348	119	174	136	225	103	19.89999962	0.25999999	2.130000114	1.429999948	2.390000105	3.559999943	3.819999933	39.59999847	54.90000153	44	7
208	2001	2	NA	0	0	0	4	1	TRUE	FALSE	0	0	1	6	3	0	0	0	0.017000001	0.034000002	NA	NA	0.082999997	NA	NA	0	NA	NA	0	NA	NA	0	55	2992	1	268	165	268	165	262	262	118	134	13.81999969	1.320000052	1.730000019	4.239999771	3.049999952	5.96999979	7.289999962	35.70000076	55.90000153	NA	NA
208	2002	3	0	3	0	0	4	1	TRUE	TRUE	0	0	1	5	2	6	2	NA	0.035	0.017000001	0	0	0	0.012	0.017999999	0.023	NA	NA	0	NA	NA	0.035	55	2992	1	283	144	283	144	226	226	132	96	12.76000023	1.620000005	2.180000067	4.090000153	3.799999952	6.269999981	7.889999866	39.20000076	55.5	NA	NA
208	2003	4	1	0	1	3	4	1	TRUE	FALSE	0	0	1	4	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	2992	1	276	130	276	130	219	219	177	119	18.87999916	0.400000006	1.320000052	1.580000043	1.720000029	2.900000095	3.299999952	33.90000153	56.29999924	NA	NA
208	2004	5	0	3	0	0	7	7	TRUE	FALSE	4	7	1	6	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	2992	1	253	151	307	134	263	192	169	123	16.77000046	0.819999993	1.870000005	2.839999914	2.690000057	4.710000038	5.53000021	37.70000076	55.90000153	NA	NA
209	1981	2	NA	1	0	0	3	1	TRUE	FALSE	0	0	1	3	1	0	0	0	NA	NA	NA	NA	0.056000002	NA	NA	0.006	NA	NA	0	0.028000001	0	0	55	2992	1	288	141	340	122	218	147	219	83	10.89999962	0	1.090000033	0.99000001	1.090000033	2.079999924	4.610000134	36.79999924	53.20000076	52	0
209	1982	3	1	0	0	0	1	5	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.298000008	0	0	0	0.056000002	55	2992	1	288	97	348	119	174	136	225	103	19.89999962	0.25999999	2.130000114	1.429999948	2.390000105	3.559999943	3.819999933	39.59999847	54.90000153	NA	8
211	1988	2	NA	0	0	0	4	0	TRUE	FALSE	0	0	2	6	1	0	0	0	NA	NA	NA	0.013	0.077	NA	0	0.013	NA	NA	NA	NA	NA	NA	55	2992	1	311	128	318	128	182	175	212	105	14.39999962	1.440000057	0.620000005	3.539999962	2.059999943	4.159999847	5.599999905	37.09999847	54	41	NA
211	1989	3	0	2	0	0	2	4	TRUE	TRUE	0	0	0	0	1	5	0	0	0.039000001	0.011	NA	NA	0.071999997	NA	NA	0.002	NA	NA	NA	NA	NA	NA	55	2992	1	313	134	313	134	186	186	185	107	16.39999962	2.119999886	1.980000019	1.450000048	4.099999905	3.430000067	5.550000191	36	55.79999924	71	2
211	1990	4	1	1	2	2	2	4	TRUE	FALSE	0	0	0	0	1	4	1	0	0.074000001	0.118000001	0	0.023	0.027000001	0.02	0.009	0	0	0	0	0	0	0	55	2992	1	299	136	329	121	202	157	195	79	11.69999981	1.00999999	2.50999999	2.579999924	3.519999981	5.090000153	6.099999905	37.09999847	54.20000076	39	4
211	1991	5	1	2	2	1	3	4	TRUE	FALSE	1	0	0	0	1	4	0	0	0.089000002	0.035999998	0	0	0.017000001	0.01	0	0.002	0	0	0	0	0	0	55	2992	1	281	136	307	136	220	194	186	124	17.29999924	0.469999999	3.529999971	2.220000029	4	5.75	6.21999979	37.70000076	54.79999924	27	3
212	1981	2	NA	0	0	0	3	1	TRUE	FALSE	0	0	1	3	1	5	0	0	NA	NA	0	NA	0.093999997	0.006	NA	0	0.006	0	0	NA	0.006	0.013	55	2992	1	288	141	340	122	218	147	219	83	10.89999962	0	1.090000033	0.99000001	1.090000033	2.079999924	4.610000134	36.79999924	53.20000076	47	2
215	1964	2	NA	0	0	0	2	3	TRUE	TRUE	0	0	1	4	0	0	0	0	NA	NA	NA	NA	0.017999999	NA	NA	0	NA	NA	0.006	NA	NA	0.006	55	2992	1	304	128	343	121	189	143	224	154	15.5	1.039999962	1.419999957	3.230000019	2.460000038	4.650000095	5.690000057	44.70000076	57.09999847	NA	NA
215	1965	3	0	0	0	0	2	4	TRUE	TRUE	0	0	1	0	0	0	0	0	NA	NA	NA	NA	0	NA	NA	0	0	0	0	0	0	0	55	2992	1	297	145	315	122	213	172	194	209	23.79999924	1.549999952	2.940000057	2.00999999	4.489999771	4.949999809	6.5	41	56.09999847	NA	NA
215	1966	4	0	3	0	0	1	1	TRUE	FALSE	0	0	0	0	0	0	2	11	NA	NA	NA	NA	0	NA	NA	0	NA	NA	0.039000001	NA	NA	0.018999999	55	2992	1	317	132	319	83	180	129	197	116	16.60000038	1.590000033	2.869999886	2.380000114	4.460000038	5.25	6.840000153	41.29999924	54.70000076	NA	NA
221	1982	2	NA	0	0	0	5	2	TRUE	TRUE	0	0	1	0	3	0	0	0	NA	NA	NA	0	0.028000001	NA	0	0	0	0	0	0	0	0	55	2992	1	288	97	348	119	174	136	225	103	19.89999962	0.25999999	2.130000114	1.429999948	2.390000105	3.559999943	3.819999933	39.59999847	54.90000153	46	4
222	1992	2	NA	0	0	0	3	1	TRUE	FALSE	0	0	2	4	0	0	0	0	NA	NA	NA	NA	0	NA	NA	0.012	NA	0.024	0	0	0	0	55	2992	1	258	108	297	108	215	176	161	110	15.89999962	2.589999914	2.329999924	1.330000043	4.920000076	3.660000086	6.25	36.09999847	54.09999847	NA	NA
222	1993	3	0	0	0	0	1	0	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	2992	1	280	127	306	128	212	187	198	122	23.5	1.100000024	2.769999981	3.539999962	3.869999886	6.309999943	7.409999847	34.40000153	52.70000076	NA	NA
222	1994	4	0	0	0	0	1	0	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	2992	1	283	130	309	102	212	158	181	102	17.89999962	1.049999952	1.039999962	2.680000067	2.089999914	3.720000029	4.769999981	33.70000076	52.90000153	NA	NA
223	1982	2	NA	0	0	0	5	3	TRUE	TRUE	0	0	1	0	3	0	0	0	NA	NA	NA	0	0.059	NA	0.025	0	0	0.025	0	NA	0	0.004	55	2992	1	288	97	348	119	174	136	225	103	19.89999962	0.25999999	2.130000114	1.429999948	2.390000105	3.559999943	3.819999933	39.59999847	54.90000153	50	5
223	1983	3	0	0	0	0	2	3	TRUE	TRUE	0	0	0	0	1	4	0	0	NA	NA	NA	NA	0.043000001	NA	NA	0.043000001	NA	NA	0	NA	NA	0.050000001	55	2992	1	256	120	313	115	229	167	194	141	16.79999924	0.769999981	1.799999952	3.349999905	2.569999933	5.150000095	5.920000076	35.5	54.09999847	43	28
223	1984	4	0	0	0	0	2	3	TRUE	FALSE	0	0	0	0	1	5	0	0	NA	NA	NA	0.024	NA	NA	NA	0	NA	0	0	NA	0.008	0.024	55	2992	1	287	127	335	130	205	160	220	123	19.20000076	1.409999967	1.159999967	3.079999924	2.569999933	4.239999771	5.650000095	38.90000153	55.29999924	43	24
223	1985	5	0	2	0	0	1	1	TRUE	FALSE	0	0	0	0	0	0	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	2992	1	277	131	287	104	219	182	157	142	19.89999962	2.769999981	3.309999943	2.710000038	6.079999924	6.019999981	8.789999962	34.70000076	55.09999847	NA	NA
224	1982	2	NA	0	0	0	5	3	TRUE	TRUE	0	0	1	0	3	0	0	0	NA	NA	0	0	0.043000001	0.012	0.021	0	NA	NA	NA	NA	NA	NA	55	2992	1	288	97	348	119	174	136	225	103	19.89999962	0.25999999	2.130000114	1.429999948	2.390000105	3.559999943	3.819999933	39.59999847	54.90000153	48	8
224	1983	3	0	3	0	0	2	3	TRUE	TRUE	0	0	0	0	1	0	0	0	NA	NA	NA	NA	0.043000001	NA	NA	0.043000001	NA	NA	0	NA	NA	0.014	55	2992	1	256	120	313	115	229	167	194	141	16.79999924	0.769999981	1.799999952	3.349999905	2.569999933	5.150000095	5.920000076	35.5	54.09999847	43	21
224	1984	4	1	4	0	0	2	2	TRUE	FALSE	0	0	0	0	1	0	1	5	NA	NA	NA	NA	0.024	NA	NA	0	NA	NA	0	NA	NA	0.008	55	2992	1	287	127	335	130	205	160	220	123	19.20000076	1.409999967	1.159999967	3.079999924	2.569999933	4.239999771	5.650000095	38.90000153	55.29999924	43	26
225	1982	2	NA	0	0	0	NA	NA	TRUE	TRUE	0	0	1	6	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	2992	1	288	97	348	119	174	136	225	103	19.89999962	0.25999999	2.130000114	1.429999948	2.390000105	3.559999943	3.819999933	39.59999847	54.90000153	54	7
225	1983	3	0	1	0	0	1	3	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0.037999999	55	2992	1	256	120	313	115	229	167	194	141	16.79999924	0.769999981	1.799999952	3.349999905	2.569999933	5.150000095	5.920000076	35.5	54.09999847	NA	18
225	1984	4	1	0	1	1	1	4	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	0.008	NA	0.016000001	0.008	NA	NA	NA	0	NA	NA	0.103	55	2992	1	287	127	335	130	205	160	220	123	19.20000076	1.409999967	1.159999967	3.079999924	2.569999933	4.239999771	5.650000095	38.90000153	55.29999924	NA	36
225	1985	5	0	0	0	0	1	1	TRUE	FALSE	0	0	0	0	0	0	0	0	0.284000009	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0.072999999	55	2992	1	277	131	287	104	219	182	157	142	19.89999962	2.769999981	3.309999943	2.710000038	6.079999924	6.019999981	8.789999962	34.70000076	55.09999847	NA	47
225	1986	6	1	1	1	0	1	2	TRUE	FALSE	0	0	0	0	0	0	1	4	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	55	2992	1	265	137	316	109	234	169	212	78	24.5	0.819999993	2.50999999	0.860000014	3.329999924	3.369999886	4.190000057	36	54.40000153	NA	7
225	1987	7	1	0	2	1	1	2	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	0.009	0	NA	0	0	NA	0	NA	0	0.011	NA	0.006	55	2992	1	268	102	305	106	199	167	196	122	16.10000038	1.309999943	2.690000057	2.559999943	4	5.25	6.559999943	35.09999847	54.20000076	NA	20
225	1988	8	0	1	0	0	2	0	TRUE	FALSE	1	5	0	0	0	0	0	0	NA	NA	NA	NA	0	NA	NA	0.052000001	NA	NA	NA	NA	NA	NA	55	2992	1	311	128	318	128	182	175	212	105	14.39999962	1.440000057	0.620000005	3.539999962	2.059999943	4.159999847	5.599999905	37.09999847	54	80	NA
225	1989	9	1	1	0	0	2	0	TRUE	TRUE	1	0	0	0	0	0	0	0	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	55	2992	1	313	134	313	134	186	186	185	107	16.39999962	2.119999886	1.980000019	1.450000048	4.099999905	3.430000067	5.550000191	36	55.79999924	0	NA
240	1964	3	NA	0	0	0	1	4	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.009	NA	NA	0.009	55	2992	0	304	128	343	121	189	143	224	154	15.5	1.039999962	1.419999957	3.230000019	2.460000038	4.650000095	5.690000057	44.70000076	57.09999847	NA	NA
240	1965	4	0	0	0	0	1	5	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0.004	0	0.01	0.012	55	2992	0	297	145	315	122	213	172	194	209	23.79999924	1.549999952	2.940000057	2.00999999	4.489999771	4.949999809	6.5	41	56.09999847	NA	NA
241	1964	3	NA	2	0	0	1	1	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	55	2992	0	304	128	343	121	189	143	224	154	15.5	1.039999962	1.419999957	3.230000019	2.460000038	4.650000095	5.690000057	44.70000076	57.09999847	NA	NA
241	1965	4	1	0	3	1	1	1	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	0	0	NA	0	0	NA	0	0	0	0	0	0	55	2992	0	297	145	315	122	213	172	194	209	23.79999924	1.549999952	2.940000057	2.00999999	4.489999771	4.949999809	6.5	41	56.09999847	NA	NA
241	1966	5	0	4	0	0	1	1	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	55	2992	0	317	132	319	83	180	129	197	116	16.60000038	1.590000033	2.869999886	2.380000114	4.460000038	5.25	6.840000153	41.29999924	54.70000076	NA	NA
241	1967	6	1	0	0	0	1	0	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0.017000001	55	2992	0	276	126	312	94	215	147	229	141	19.60000038	1.929999948	1.49000001	1.75	3.420000076	3.24000001	5.170000076	40	57.20000076	NA	NA
241	1968	7	0	2	0	0	1	2	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	55	2992	0	302	135	324	123	198	164	230	122	18.10000038	2.529999971	2.019999981	3.140000105	4.550000191	5.159999847	7.690000057	40.29999924	55	NA	NA
248	1968	2	NA	3	0	0	1	1	TRUE	FALSE	0	0	0	0	0	0	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.078000002	NA	NA	0	55	2992	1	302	135	324	123	198	164	230	122	18.10000038	2.529999971	2.019999981	3.140000105	4.550000191	5.159999847	7.690000057	40.29999924	55	NA	NA
248	1969	3	1	0	1	1	1	1	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	0	0.046999998	NA	0	0.012	NA	0.006	0.006	0	0.006	0	0	55	2992	1	281	106	304	109	190	169	182	110	17.60000038	0.079999998	3.660000086	2.069999933	3.74000001	5.730000019	5.809999943	36.09999847	55.20000076	NA	NA
248	1970	4	0	3	0	0	2	1	TRUE	FALSE	1	0	0	0	0	0	1	0	NA	NA	NA	NA	0.071000002	NA	NA	0	NA	NA	0.014	NA	NA	0.014	55	2992	1	276	119	283	125	208	207	174	146	20.60000038	3.779999971	1.940000057	2.289999962	5.71999979	4.230000019	8.010000229	34.59999847	56	NA	NA
248	1971	5	1	0	1	1	2	1	TRUE	FALSE	1	5	0	0	0	0	0	0	NA	NA	0	0	0	0	0.028999999	0	NA	NA	0.028999999	NA	NA	0	55	2992	1	283	129	312	101	211	154	187	125	22.79999924	1.769999981	2.420000076	2.269999981	4.190000057	4.690000057	6.460000038	35.5	56.29999924	NA	NA
248	1972	6	0	0	0	0	2	2	TRUE	TRUE	1	0	0	0	0	0	0	0	0.118000001	NA	NA	0.039000001	0.013	NA	0.026000001	0.013	NA	NA	NA	NA	NA	NA	55	2992	1	260	104	319	98	209	144	218	28	17.89999962	0.349999994	1.75999999	1.549999952	2.109999895	3.309999943	3.660000086	37.20000076	54.5	45	7
248	1973	7	1	2	1	0	2	2	TRUE	FALSE	1	0	0	0	0	0	0	0	0.268000007	0.127000004	0	NA	0.030999999	0	NA	0	NA	NA	0.023	NA	NA	0	55	2992	1	296	122	300	120	191	185	202	120	22.70000076	1.620000005	0.569999993	1.389999986	2.190000057	1.960000038	3.579999924	36.59999847	55.59999847	28	29
248	1974	8	1	3	0	0	2	2	TRUE	FALSE	1	0	0	0	0	0	2	11	0.068999998	0.092	NA	NA	0.030999999	NA	NA	0	NA	NA	0.023	NA	NA	0	55	2992	1	282	134	335	125	217	155	215	75	15.30000019	1.610000014	1.419999957	1.220000029	3.029999971	2.640000105	4.25	37.20000076	53.90000153	28	24
254	1989	2	NA	0	0	0	4	2	TRUE	TRUE	0	0	1	3	2	0	0	0	NA	NA	NA	NA	0.034000002	NA	NA	0	NA	NA	0	NA	NA	0.011	55	2992	1	313	134	313	134	186	186	185	107	16.39999962	2.119999886	1.980000019	1.450000048	4.099999905	3.430000067	5.550000191	36	55.79999924	51	11
257	1989	2	NA	1	0	0	4	2	TRUE	TRUE	0	0	2	10	1	5	0	0	0.033	0.164000005	NA	0.034000002	0.048999999	NA	0.022	0	NA	NA	0	NA	NA	0	55	2992	1	313	134	313	134	186	186	185	107	16.39999962	2.119999886	1.980000019	1.450000048	4.099999905	3.430000067	5.550000191	36	55.79999924	NA	NA
257	1990	3	1	2	2	1	2	4	TRUE	FALSE	1	0	0	0	0	0	0	0	0.352999985	0.059	0	0	0.068000004	0	0	0.014	0	0	0.007	0	0	0	55	2992	1	299	136	329	121	202	157	195	79	11.69999981	1.00999999	2.50999999	2.579999924	3.519999981	5.090000153	6.099999905	37.09999847	54.20000076	NA	NA
257	1991	4	1	2	1	0	2	5	TRUE	FALSE	1	4	0	0	0	0	0	0	0.048	0	NA	NA	0	NA	NA	0	NA	0	0	0.017000001	0	0.002	55	2992	1	281	136	307	136	220	194	186	124	17.29999924	0.469999999	3.529999971	2.220000029	4	5.75	6.21999979	37.70000076	54.79999924	NA	NA
258	1989	2	NA	0	0	0	4	2	TRUE	TRUE	0	0	1	3	0	0	0	0	NA	NA	NA	NA	0.026000001	NA	NA	0	NA	NA	0	NA	NA	0	55	2992	1	313	134	313	134	186	186	185	107	16.39999962	2.119999886	1.980000019	1.450000048	4.099999905	3.430000067	5.550000191	36	55.79999924	57	14
258	1990	3	0	0	0	0	2	1	TRUE	TRUE	0	0	1	0	0	0	0	0	NA	NA	0.068999998	0.014	0.041000001	0	0	0	NA	NA	0	0.022	NA	0	55	2992	1	299	136	329	121	202	157	195	79	11.69999981	1.00999999	2.50999999	2.579999924	3.519999981	5.090000153	6.099999905	37.09999847	54.20000076	44	8
258	1991	4	0	0	0	0	2	2	TRUE	TRUE	1	0	0	0	0	0	0	0	NA	NA	NA	NA	0.021	NA	NA	0.01	NA	NA	0	NA	NA	0	55	2992	1	281	136	307	136	220	194	186	124	17.29999924	0.469999999	3.529999971	2.220000029	4	5.75	6.21999979	37.70000076	54.79999924	65	4
259	1989	2	NA	0	0	0	4	2	TRUE	TRUE	0	0	1	3	2	0	0	0	NA	NA	NA	NA	0.068000004	NA	NA	0	NA	NA	0	NA	NA	0	55	2992	1	313	134	313	134	186	186	185	107	16.39999962	2.119999886	1.980000019	1.450000048	4.099999905	3.430000067	5.550000191	36	55.79999924	49	12
261	1989	2	NA	3	0	0	4	2	TRUE	TRUE	0	0	2	10	1	3	0	0	0.037999999	0.028999999	NA	0.011	0.082999997	NA	0.045000002	0	NA	NA	0	NA	NA	0	55	2992	1	313	134	313	134	186	186	185	107	16.39999962	2.119999886	1.980000019	1.450000048	4.099999905	3.430000067	5.550000191	36	55.79999924	NA	NA
