ANIMAL	YEAR	AGE	REPLAST	YOUNG	MYEARL	FYEARL	MATRILINE	OTHFEM	MALEPRES	NEWMALE	YOUNGAD	OFFSPYOUNG	OLDAD	OFFSPOLD	SAMEAD	OFFSSAME	2YR	GPUP	MYOUNGAM	FYOUNGAM	MYEARLAM	FYEARLAM	FADAM	MYEARLAG	FYEARLAG	FADAG	MYEARLAMNK	FYEARLAMNK	FADAMNK	MYEARLAGNK	FYEARLAGNK	FADAGNK	COLONY	ELEV	RESIDENT	FSNOWF	LSNOWF	FSNOWC	LSNOWC	LWINT1	LWINT2	GROWSEAS1	GROWSEAS2	SEPMAYPRECIP	JUNEPRECIP	JULYPRECIP	AUGPRECIP	JUNJULPRECIP	JULAUGPRECIP	JUNAUGPRECIP	TEMPSEPTNOV	TEMPJUNAUG	MATDOM	ADFEMDOM
15	1973	3	NA	0	0	0	1	0	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	0	296	122	300	120	191	185	202	120	22.70000076	1.620000005	0.569999993	1.389999986	2.190000057	1.960000038	3.579999924	36.59999847	55.59999847	NA	NA
15	1974	4	0	0	0	0	1	0	FALSE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	0	282	134	335	125	217	155	215	75	15.30000019	1.610000014	1.419999957	1.220000029	3.029999971	2.640000105	4.25	37.20000076	53.90000153	NA	NA
15	1975	5	0	0	0	0	1	1	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	0	302	161	302	130	224	193	177	55	17.39999962	0.930000007	1.950000048	1.320000052	2.880000114	3.269999981	4.199999809	35.79999924	51.79999924	NA	NA
15	1976	6	0	3	0	0	1	1	TRUE	FALSE	0	0	0	0	0	0	0	0	0.333000004	0.444000006	NA	NA	NA	NA	NA	NA	0.009	NA	0	0	NA	0	1	2867	0	286	108	323	109	187	151	193	101	12.80000019	1.029999971	2.549999952	0.660000026	3.579999924	3.210000038	4.239999771	35.79999924	51.09999847	NA	3
15	1978	8	1	3	0	0	1	2	TRUE	FALSE	0	0	0	0	0	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	0	305	128	322	120	188	163	226	119	24.70000076	0.159999996	2.779999971	1.409999967	2.940000057	4.190000057	4.349999905	39.09999847	55.79999924	NA	0
15	1979	9	1	4	1	2	1	2	TRUE	TRUE	0	0	0	0	0	0	2	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0.050000001	0.013	1	2867	0	295	129	316	116	119	165	196	101	25.39999962	0.529999971	1.230000019	1.289999962	1.75999999	2.519999981	3.049999952	38.20000076	55.09999847	NA	15
17	1971	2	NA	0	0	0	1	2	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	283	129	312	101	211	154	187	125	22.79999924	1.769999981	2.420000076	2.269999981	4.190000057	4.690000057	6.460000038	35.5	56.29999924	NA	NA
22	1969	2	NA	0	0	0	2	0	TRUE	FALSE	0	0	1	5	0	0	0	0	0.166999996	0.111000001	NA	NA	0.115999997	NA	NA	0	0	0	NA	0	0	NA	1	2867	0	281	106	304	109	190	169	182	110	17.60000038	0.079999998	3.660000086	2.069999933	3.74000001	5.730000019	5.809999943	36.09999847	55.20000076	NA	NA
38	1975	2	NA	0	0	0	1	0	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	302	161	302	130	224	193	177	55	17.39999962	0.930000007	1.950000048	1.320000052	2.880000114	3.269999981	4.199999809	35.79999924	51.79999924	NA	NA
40	1994	2	NA	0	0	0	4	4	TRUE	TRUE	0	0	1	0	2	4	0	0	0	0.007	NA	NA	0.068000004	NA	NA	0.002	0	0	0	0	0	0.009	1	2867	1	283	130	309	102	212	158	181	102	17.89999962	1.049999952	1.039999962	2.680000067	2.089999914	3.720000029	4.769999981	33.70000076	52.90000153	54	19
43	1995	2	NA	0	0	0	2	1	TRUE	FALSE	0	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	279	150	312	150	236	203	210	117	29.70000076	0.430000007	0.300000012	1.74000001	0.730000019	2.039999962	2.470000029	36.09999847	56.20000076	NA	NA
43	1996	3	0	2	0	0	1	1	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	273	111	314	120	203	171	164	131	23.5	2.00999999	2.339999914	0.949999988	4.349999905	3.289999962	5.300000191	37.70000076	53.5	NA	NA
43	1997	4	1	3	3	2	1	0	TRUE	FALSE	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	261	146	298	99	250	166	187	138	25.79999924	2.019999981	1.080000043	1.269999981	3.099999905	2.349999905	4.369999886	36.09999847	55.29999924	NA	NA
43	1998	5	1	0	2	3	1	0	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	281	169	285	169	253	249	108	143	16.61000061	1.269999981	0.790000021	2.50999999	2.059999943	3.299999952	4.570000172	35.70000076	54.20000076	NA	NA
43	1999	6	0	0	0	0	1	0	TRUE	FALSE	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	277	157	277	132	245	220	149	113	18.95000076	0.810000002	3.089999914	1.289999962	3.900000095	4.380000114	5.190000057	38.09999847	54.20000076	NA	NA
43	2000	7	0	1	0	0	1	0	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	280	139	281	111	224	195	157	109	17.56999969	1.210000038	3.50999999	3.200000048	4.71999979	6.710000038	7.920000076	38	54.5	NA	NA
43	2001	8	1	1	0	0	1	0	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	268	165	268	165	262	262	118	134	13.81999969	1.320000052	1.730000019	4.239999771	3.049999952	5.96999979	7.289999962	35.70000076	55.90000153	NA	NA
43	2002	9	1	3	2	1	1	0	TRUE	FALSE	0	0	0	0	0	0	3	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	283	144	283	144	226	226	132	96	12.76000023	1.620000005	2.180000067	4.090000153	3.799999952	6.269999981	7.889999866	39.20000076	55.5	NA	NA
43	2003	10	1	5	3	3	1	0	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	276	130	276	130	219	219	177	119	18.87999916	0.400000006	1.320000052	1.580000043	1.720000029	2.900000095	3.299999952	33.90000153	56.29999924	NA	NA
43	2004	11	1	3	2	5	1	0	TRUE	TRUE	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	253	151	307	134	263	192	169	123	16.77000046	0.819999993	1.870000005	2.839999914	2.690000057	4.710000038	5.53000021	37.70000076	55.90000153	NA	NA
45	1994	2	NA	0	0	0	4	4	TRUE	TRUE	0	0	1	0	2	4	0	0	0.02	0.014	NA	NA	0.045000002	NA	NA	0.007	0	0	0	0	0	0.003	1	2867	1	283	130	309	102	212	158	181	102	17.89999962	1.049999952	1.039999962	2.680000067	2.089999914	3.720000029	4.769999981	33.70000076	52.90000153	46	16
45	1995	3	0	0	0	0	2	3	TRUE	FALSE	0	0	1	5	0	0	0	0	NA	NA	NA	0.071000002	0.041000001	NA	0	0	NA	NA	0	NA	NA	0	1	2867	1	279	150	312	150	236	203	210	117	29.70000076	0.430000007	0.300000012	1.74000001	0.730000019	2.039999962	2.470000029	36.09999847	56.20000076	35	8
45	1996	4	0	3	0	0	2	2	TRUE	FALSE	0	0	1	6	0	0	0	0	0.033	0.02	0.02	0.01	0.059	0.01	0.02	0	NA	NA	0	NA	NA	0.01	1	2867	1	273	111	314	120	203	171	164	131	23.5	2.00999999	2.339999914	0.949999988	4.349999905	3.289999962	5.300000191	37.70000076	53.5	47	19
45	1997	5	1	2	2	2	3	2	TRUE	FALSE	1	2	1	5	0	0	2	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	261	146	298	99	250	166	187	138	25.79999924	2.019999981	1.080000043	1.269999981	3.099999905	2.349999905	4.369999886	36.09999847	55.29999924	NA	NA
45	1998	6	1	3	2	2	5	2	TRUE	FALSE	3	4	1	4	0	0	0	0	NA	NA	0.094999999	0	0	0	0	0	0	0	0	0	0	0	1	2867	1	281	169	285	169	253	249	108	143	16.61000061	1.269999981	0.790000021	2.50999999	2.059999943	3.299999952	4.570000172	35.70000076	54.20000076	NA	NA
45	1999	7	1	0	0	2	7	2	TRUE	FALSE	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	NA	NA	0	1	2867	1	277	157	277	132	245	220	149	113	18.95000076	0.810000002	3.089999914	1.289999962	3.900000095	4.380000114	5.190000057	38.09999847	54.20000076	NA	NA
45	2000	8	1	3	0	0	5	0	TRUE	FALSE	4	4	0	0	0	0	1	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	280	139	281	111	224	195	157	109	17.56999969	1.210000038	3.50999999	3.200000048	4.71999979	6.710000038	7.920000076	38	54.5	NA	NA
45	2001	9	1	0	0	2	1	3	TRUE	FALSE	0	0	0	0	0	0	0	0	0.028000001	NA	NA	0.083999999	NA	NA	0	NA	NA	0	0	NA	0	0.048999999	1	2867	1	268	165	268	165	262	262	118	134	13.81999969	1.320000052	1.730000019	4.239999771	3.049999952	5.96999979	7.289999962	35.70000076	55.90000153	NA	NA
45	2002	10	1	3	1	0	2	3	TRUE	FALSE	1	5	0	0	0	0	0	0	NA	NA	0	NA	0	0	NA	0.071000002	0	0	0	0	0	0.024	1	2867	1	283	144	283	144	226	226	132	96	12.76000023	1.620000005	2.180000067	4.090000153	3.799999952	6.269999981	7.889999866	39.20000076	55.5	NA	NA
45	2003	11	1	2	2	2	2	5	TRUE	FALSE	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	276	130	276	130	219	219	177	119	18.87999916	0.400000006	1.320000052	1.580000043	1.720000029	2.900000095	3.299999952	33.90000153	56.29999924	NA	NA
45	2004	12	1	1	0	2	2	5	TRUE	TRUE	1	5	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	253	151	307	134	263	192	169	123	16.77000046	0.819999993	1.870000005	2.839999914	2.690000057	4.710000038	5.53000021	37.70000076	55.90000153	NA	NA
46	1994	2	NA	3	0	0	4	4	TRUE	TRUE	0	0	1	0	2	0	0	0	0.014	0.035999998	NA	NA	0.071999997	NA	NA	0.011	0	0	0	0	0.017000001	0.001	1	2867	1	283	130	309	102	212	158	181	102	17.89999962	1.049999952	1.039999962	2.680000067	2.089999914	3.720000029	4.769999981	33.70000076	52.90000153	58	11
48	1978	2	NA	0	0	0	1	0	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	305	128	322	120	188	163	226	119	24.70000076	0.159999996	2.779999971	1.409999967	2.940000057	4.190000057	4.349999905	39.09999847	55.79999924	NA	NA
48	1979	3	0	0	0	0	1	0	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	295	129	316	116	119	165	196	101	25.39999962	0.529999971	1.230000019	1.289999962	1.75999999	2.519999981	3.049999952	38.20000076	55.09999847	NA	NA
48	1980	4	0	1	0	0	1	0	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	311	137	311	121	191	175	195	74	25.70000076	1.860000014	0.99000001	1.75999999	2.849999905	2.75	4.610000134	35.20000076	51.29999924	NA	NA
48	1981	5	1	1	4	1	1	0	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	288	141	340	122	218	147	219	83	10.89999962	0	1.090000033	0.99000001	1.090000033	2.079999924	4.610000134	36.79999924	53.20000076	NA	NA
48	1982	6	1	0	0	0	1	0	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	288	97	348	119	174	136	225	103	19.89999962	0.25999999	2.130000114	1.429999948	2.390000105	3.559999943	3.819999933	39.59999847	54.90000153	NA	NA
50	1997	2	NA	0	0	0	3	3	TRUE	FALSE	0	0	2	9	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	261	146	298	99	250	166	187	138	25.79999924	2.019999981	1.080000043	1.269999981	3.099999905	2.349999905	4.369999886	36.09999847	55.29999924	NA	NA
50	1998	3	1	0	2	0	5	2	TRUE	FALSE	1	4	2	8	1	0	0	0	NA	NA	0	NA	0	0	NA	0	0	0	0	0	0	0	1	2867	1	281	169	285	169	253	249	108	143	16.61000061	1.269999981	0.790000021	2.50999999	2.059999943	3.299999952	4.570000172	35.70000076	54.20000076	NA	NA
71	1964	2	NA	0	0	0	1	5	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0.022	0	0.048999999	0.022	1	2867	1	304	128	343	121	189	143	224	154	15.5	1.039999962	1.419999957	3.230000019	2.460000038	4.650000095	5.690000057	44.70000076	57.09999847	NA	NA
78	1980	2	NA	0	0	0	2	0	FALSE	FALSE	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	311	137	311	121	191	175	195	74	25.70000076	1.860000014	0.99000001	1.75999999	2.849999905	2.75	4.610000134	35.20000076	51.29999924	NA	NA
81	1980	2	NA	0	0	0	2	0	FALSE	FALSE	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	311	137	311	121	191	175	195	74	25.70000076	1.860000014	0.99000001	1.75999999	2.849999905	2.75	4.610000134	35.20000076	51.29999924	NA	NA
92	1998	2	NA	2	0	0	5	2	TRUE	FALSE	0	0	4	8	0	0	1	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	1	2867	1	281	169	285	169	253	249	108	143	16.61000061	1.269999981	0.790000021	2.50999999	2.059999943	3.299999952	4.570000172	35.70000076	54.20000076	NA	NA
92	1999	3	1	0	1	1	7	2	TRUE	FALSE	5	0	1	4	0	0	0	0	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	2867	1	277	157	277	132	245	220	149	113	18.95000076	0.810000002	3.089999914	1.289999962	3.900000095	4.380000114	5.190000057	38.09999847	54.20000076	NA	NA
100	1973	2	NA	1	0	0	1	0	TRUE	FALSE	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	0	296	122	300	120	191	185	202	120	22.70000076	1.620000005	0.569999993	1.389999986	2.190000057	1.960000038	3.579999924	36.59999847	55.59999847	NA	NA
100	1974	3	1	1	2	1	1	0	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	0	282	134	335	125	217	155	215	75	15.30000019	1.610000014	1.419999957	1.220000029	3.029999971	2.640000105	4.25	37.20000076	53.90000153	NA	NA
102	1997	2	NA	0	0	0	3	0	TRUE	FALSE	0	0	2	9	1	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	261	146	298	99	250	166	187	138	25.79999924	2.019999981	1.080000043	1.269999981	3.099999905	2.349999905	4.369999886	36.09999847	55.29999924	NA	NA
102	1998	3	0	0	0	0	3	1	TRUE	FALSE	1	4	2	8	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	281	169	285	169	253	249	108	143	16.61000061	1.269999981	0.790000021	2.50999999	2.059999943	3.299999952	4.570000172	35.70000076	54.20000076	NA	NA
105	2000	2	NA	0	0	0	5	0	TRUE	FALSE	0	0	4	7	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	280	139	281	111	224	195	157	109	17.56999969	1.210000038	3.50999999	3.200000048	4.71999979	6.710000038	7.920000076	38	54.5	NA	NA
105	2001	3	0	0	0	0	1	3	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	0	0	NA	0	0	NA	0	0	NA	0	0	1	2867	1	268	165	268	165	262	262	118	134	13.81999969	1.320000052	1.730000019	4.239999771	3.049999952	5.96999979	7.289999962	35.70000076	55.90000153	NA	NA
114	2002	2	NA	2	0	0	2	3	TRUE	FALSE	0	0	1	6	0	0	0	0	NA	NA	0	NA	0	0	NA	0.071000002	0	0	0	0	0	0	1	2867	1	283	144	283	144	226	226	132	96	12.76000023	1.620000005	2.180000067	4.090000153	3.799999952	6.269999981	7.889999866	39.20000076	55.5	NA	NA
114	2003	3	1	0	2	1	2	5	TRUE	FALSE	0	0	1	2	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	276	130	276	130	219	219	177	119	18.87999916	0.400000006	1.320000052	1.580000043	1.720000029	2.900000095	3.299999952	33.90000153	56.29999924	NA	NA
114	2004	4	0	2	0	0	2	5	TRUE	TRUE	0	0	1	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	253	151	307	134	263	192	169	123	16.77000046	0.819999993	1.870000005	2.839999914	2.690000057	4.710000038	5.53000021	37.70000076	55.90000153	NA	NA
126	1999	2	NA	0	0	0	7	2	TRUE	FALSE	0	0	2	4	5	0	0	0	NA	NA	NA	0	0	NA	0	0.006	NA	NA	0	NA	NA	0	1	2867	1	277	157	277	132	245	220	149	113	18.95000076	0.810000002	3.089999914	1.289999962	3.900000095	4.380000114	5.190000057	38.09999847	54.20000076	NA	NA
126	2000	3	0	2	0	0	5	0	TRUE	FALSE	1	0	1	3	2	0	0	0	NA	NA	NA	NA	0.082999997	NA	NA	0	NA	NA	NA	NA	NA	NA	1	2867	1	280	139	281	111	224	195	157	109	17.56999969	1.210000038	3.50999999	3.200000048	4.71999979	6.710000038	7.920000076	38	54.5	NA	NA
126	2001	4	1	1	0	1	3	1	TRUE	TRUE	1	0	0	0	2	3	1	0	0.111000001	0.082999997	NA	0	0.068000004	NA	0	0.016000001	NA	0	0	NA	0.083999999	0.041999999	1	2867	1	268	165	268	165	262	262	118	134	13.81999969	1.320000052	1.730000019	4.239999771	3.049999952	5.96999979	7.289999962	35.70000076	55.90000153	NA	NA
126	2002	5	1	1	1	1	3	2	TRUE	FALSE	0	0	0	0	2	6	1	2	NA	NA	0	0	0.107000001	0	0.142000005	0	0	0	0	0	0.035999998	0	1	2867	1	283	144	283	144	226	226	132	96	12.76000023	1.620000005	2.180000067	4.090000153	3.799999952	6.269999981	7.889999866	39.20000076	55.5	NA	NA
126	2003	6	1	0	0	0	5	2	TRUE	FALSE	2	0	0	0	2	10	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	276	130	276	130	219	219	177	119	18.87999916	0.400000006	1.320000052	1.580000043	1.720000029	2.900000095	3.299999952	33.90000153	56.29999924	NA	NA
126	2004	7	0	2	0	0	5	2	TRUE	FALSE	4	12	0	0	1	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	253	151	307	134	263	192	169	123	16.77000046	0.819999993	1.870000005	2.839999914	2.690000057	4.710000038	5.53000021	37.70000076	55.90000153	NA	NA
128	1999	2	NA	0	0	0	7	0	TRUE	FALSE	0	0	2	4	5	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	277	157	277	132	245	220	149	113	18.95000076	0.810000002	3.089999914	1.289999962	3.900000095	4.380000114	5.190000057	38.09999847	54.20000076	NA	NA
130	1999	2	NA	0	0	0	7	2	TRUE	FALSE	0	0	2	4	5	0	0	0	NA	NA	NA	0	0	NA	0	0	NA	NA	0	NA	NA	0	1	2867	1	277	157	277	132	245	220	149	113	18.95000076	0.810000002	3.089999914	1.289999962	3.900000095	4.380000114	5.190000057	38.09999847	54.20000076	NA	NA
130	2000	3	0	0	0	0	5	0	TRUE	FALSE	1	0	1	3	2	0	0	0	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	1	2867	1	280	139	281	111	224	195	157	109	17.56999969	1.210000038	3.50999999	3.200000048	4.71999979	6.710000038	7.920000076	38	54.5	NA	NA
130	2001	4	0	2	0	0	3	1	TRUE	TRUE	1	0	0	0	2	2	1	0	0	0.014	NA	0	0.089000002	NA	0	0.002	NA	0	0	NA	0	0.032000002	1	2867	1	268	165	268	165	262	262	118	134	13.81999969	1.320000052	1.730000019	4.239999771	3.049999952	5.96999979	7.289999962	35.70000076	55.90000153	NA	NA
130	2002	5	1	1	0	0	3	2	TRUE	FALSE	0	0	0	0	2	5	1	0	NA	NA	0	0	0.071000002	NA	NA	0	NA	NA	0	NA	NA	0	1	2867	1	283	144	283	144	226	226	132	96	12.76000023	1.620000005	2.180000067	4.090000153	3.799999952	6.269999981	7.889999866	39.20000076	55.5	NA	NA
130	2003	6	1	3	0	0	5	2	TRUE	FALSE	2	0	0	0	2	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	276	130	276	130	219	219	177	119	18.87999916	0.400000006	1.320000052	1.580000043	1.720000029	2.900000095	3.299999952	33.90000153	56.29999924	NA	NA
130	2004	7	1	2	0	0	5	NA	TRUE	FALSE	4	12	0	0	1	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	253	151	307	134	263	192	169	123	16.77000046	0.819999993	1.870000005	2.839999914	2.690000057	4.710000038	5.53000021	37.70000076	55.90000153	NA	NA
131	1991	2	NA	0	0	0	5	5	FALSE	FALSE	0	0	1	0	3	0	0	0	NA	NA	0.07	0.07	0.083999999	0.017999999	0.035	0	NA	NA	0	NA	NA	0	1	2867	1	281	136	307	136	220	194	186	124	17.29999924	0.469999999	3.529999971	2.220000029	4	5.75	6.21999979	37.70000076	54.79999924	63	1
131	1992	3	0	0	0	0	5	4	FALSE	FALSE	1	0	1	0	2	0	0	0	NA	NA	NA	NA	0.090999998	NA	NA	0.003	NA	NA	0	NA	NA	0	1	2867	1	258	108	297	108	215	176	161	110	15.89999962	2.589999914	2.329999924	1.330000043	4.920000076	3.660000086	6.25	36.09999847	54.09999847	52	9
131	1993	4	0	0	0	0	4	3	TRUE	TRUE	0	0	1	3	2	2	0	0	0.012	0.015	NA	NA	0.079999998	NA	NA	0	NA	0	0	NA	0.014	0	1	2867	1	280	127	306	128	212	187	198	122	23.5	1.100000024	2.769999981	3.539999962	3.869999886	6.309999943	7.409999847	34.40000153	52.70000076	60	7
131	1994	5	0	2	0	0	4	5	TRUE	TRUE	0	0	1	0	2	3	0	0	0.082000002	0.138999999	NA	NA	0.021	NA	NA	0.014	0	0	0	0	0	0.011	1	2867	1	283	130	309	102	212	158	181	102	17.89999962	1.049999952	1.039999962	2.680000067	2.089999914	3.720000029	4.769999981	33.70000076	52.90000153	58	19
131	1995	6	1	0	0	0	3	2	TRUE	FALSE	0	0	0	0	2	0	0	0	NA	NA	NA	NA	0.082000002	NA	NA	0	0	0	0	0	0	0	1	2867	1	279	150	312	150	236	203	210	117	29.70000076	0.430000007	0.300000012	1.74000001	0.730000019	2.039999962	2.470000029	36.09999847	56.20000076	45	4
131	1996	7	0	0	0	0	2	2	TRUE	FALSE	0	0	0	0	1	0	0	0	NA	NA	NA	NA	0.097999997	NA	NA	0	0	0	0	0	0	0	1	2867	1	273	111	314	120	203	171	164	131	23.5	2.00999999	2.339999914	0.949999988	4.349999905	3.289999962	5.300000191	37.70000076	53.5	54	12
131	1997	8	0	2	0	0	2	3	TRUE	FALSE	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	261	146	298	99	250	166	187	138	25.79999924	2.019999981	1.080000043	1.269999981	3.099999905	2.349999905	4.369999886	36.09999847	55.29999924	NA	NA
131	1998	9	1	0	1	1	2	5	TRUE	FALSE	0	0	0	0	1	0	0	0	NA	NA	0	0	0.071000002	0	0	0	0	0	0	0	0	0	1	2867	1	281	169	285	169	253	249	108	143	16.61000061	1.269999981	0.790000021	2.50999999	2.059999943	3.299999952	4.570000172	35.70000076	54.20000076	NA	NA
131	1999	10	0	3	0	0	2	5	TRUE	FALSE	0	0	0	0	1	0	0	0	0.114	0.061000001	NA	NA	0	NA	NA	0	0	0	0	0	0	0	1	2867	1	277	157	277	132	245	220	149	113	18.95000076	0.810000002	3.089999914	1.289999962	3.900000095	4.380000114	5.190000057	38.09999847	54.20000076	NA	NA
135	2004	2	NA	0	0	0	4	NA	TRUE	FALSE	0	0	3	14	1	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	1	253	151	307	134	263	192	169	123	16.77000046	0.819999993	1.870000005	2.839999914	2.690000057	4.710000038	5.53000021	37.70000076	55.90000153	NA	NA
137	2003	2	NA	1	0	0	0	0	TRUE	FALSE	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2867	0	276	130	276	130	219	219	177	119	18.87999916	0.400000006	1.320000052	1.580000043	1.720000029	2.900000095	3.299999952	33.90000153	56.29999924	NA	NA
141	1991	2	NA	0	0	0	5	5	FALSE	FALSE	0	0	1	0	3	0	0	0	NA	NA	0.017999999	0.052999999	0.052999999	0	0.017999999	0.004	NA	NA	0	NA	NA	0	1	2867	1	281	136	307	136	220	194	186	124	17.29999924	0.469999999	3.529999971	2.220000029	4	5.75	6.21999979	37.70000076	54.79999924	62	2
141	1992	3	0	0	0	0	5	4	FALSE	FALSE	1	0	1	0	2	0	0	0	NA	NA	NA	NA	0.07	NA	NA	0	NA	NA	0	NA	NA	0	1	2867	1	258	108	297	108	215	176	161	110	15.89999962	2.589999914	2.329999924	1.330000043	4.920000076	3.660000086	6.25	36.09999847	54.09999847	NA	NA
141	1993	4	0	0	0	0	4	3	TRUE	TRUE	0	0	1	3	2	2	0	0	0.01	0.028999999	NA	NA	0.046	NA	NA	0.002	0	0	0	NA	0.02	0	1	2867	1	280	127	306	128	212	187	198	122	23.5	1.100000024	2.769999981	3.539999962	3.869999886	6.309999943	7.409999847	34.40000153	52.70000076	59	5
